-0.15676,-0.12093,27.4758,-6.145152,3
-0.15664,-0.12025,21.593817,0.284287,0
-0.15766,-0.11981,21.593817,0.284287,0
-0.15637,-0.1195,21.593817,0.284287,0
-0.15703,-0.11996,21.593817,0.284287,0
-0.15816,-0.12129,21.593817,0.284287,0
-0.15744,-0.12293,21.593817,0.284287,0
-0.15738,-0.12462,21.593817,0.284287,0
-0.15942,-0.12649,21.593817,0.284287,0
-0.16206,-0.12728,21.593817,0.284287,0
-0.16397,-0.12706,21.593817,0.284287,0
-0.16592,-0.1267,21.593817,0.284287,0
-0.16582,-0.12624,21.593817,0.284287,0
-0.16548,-0.12642,21.593817,0.284287,0
-0.16407,-0.12658,21.593817,0.284287,0
-0.16032,-0.12574,21.593817,0.284287,0
-0.15615,-0.12487,21.392813,1.527695,0
-0.15187,-0.12431,21.392813,1.527695,0
-0.1502,-0.12429,21.392813,1.527695,0
-0.15015,-0.12462,21.392813,1.527695,0
-0.14898,-0.12493,21.392813,1.527695,0
-0.14758,-0.12535,21.392813,1.527695,0
-0.14605,-0.12585,21.392813,1.527695,0
-0.14735,-0.12649,21.392813,1.527695,0
-0.14901,-0.12708,21.392813,1.527695,0
-0.15046,-0.12779,21.392813,1.527695,0
-0.14997,-0.12779,21.392813,1.527695,0
-0.14903,-0.12756,21.392813,1.527695,0
-0.14945,-0.12739,21.392813,1.527695,0
-0.15027,-0.12697,21.392813,1.527695,0
-0.15136,-0.12635,21.392813,1.527695,0
-0.15197,-0.12588,21.616968,2.61259,0
-0.15197,-0.12595,21.616968,2.61259,0
-0.15195,-0.12631,21.616968,2.61259,0
-0.15154,-0.12649,21.616968,2.61259,0
-0.15037,-0.12633,21.616968,2.61259,0
-0.14811,-0.1254,21.616968,2.61259,0
-0.14485,-0.12378,21.616968,2.61259,0
-0.14203,-0.12205,21.616968,2.61259,0
-0.14068,-0.12026,21.616968,2.61259,0
-0.14106,-0.118,21.616968,2.61259,0
-0.14172,-0.11451,21.616968,2.61259,0
-0.14453,-0.11095,21.616968,2.61259,0
-0.14716,-0.10785,21.616968,2.61259,0
-0.15012,-0.10543,21.616968,2.61259,0
-0.15127,-0.10298,21.616968,2.61259,0
-0.15273,-0.10051,18.581324,1.00686,0
-0.15299,-0.09784,18.581324,1.00686,0
-0.15255,-0.09569,18.581324,1.00686,0
-0.15015,-0.09434,18.581324,1.00686,0
-0.14726,-0.09464,18.581324,1.00686,0
-0.14443,-0.09558,18.581324,1.00686,0
-0.14382,-0.09658,18.581324,1.00686,0
-0.14472,-0.09723,18.581324,1.00686,0
-0.14626,-0.09805,18.581324,1.00686,0
-0.14777,-0.09997,18.581324,1.00686,0
-0.14811,-0.10317,18.581324,1.00686,0
-0.14827,-0.10686,18.581324,1.00686,0
-0.14738,-0.10987,18.581324,1.00686,0
-0.14584,-0.11215,18.581324,1.00686,0
-0.14456,-0.11375,18.470299,3.14907,0
-0.14497,-0.11539,18.470299,3.14907,0
-0.14749,-0.11722,18.470299,3.14907,0
-0.15002,-0.11852,18.470299,3.14907,0
-0.15253,-0.11928,18.470299,3.14907,0
-0.15461,-0.12025,18.470299,3.14907,0
-0.15615,-0.12163,18.470299,3.14907,0
-0.15868,-0.12294,18.470299,3.14907,0
-0.15947,-0.12313,18.470299,3.14907,0
-0.15933,-0.12258,18.470299,3.14907,0
-0.15834,-0.1215,18.470299,3.14907,0
-0.15828,-0.12093,18.470299,3.14907,0
-0.15864,-0.12063,18.470299,3.14907,0
-0.15772,-0.12028,18.470299,3.14907,0
-0.15692,-0.12057,18.470299,3.14907,0
-0.15502,-0.12044,19.93607,0.626551,0
-0.15562,-0.12018,19.93607,0.626551,0
-0.15713,-0.11877,19.93607,0.626551,0
-0.15786,-0.11668,19.93607,0.626551,0
-0.15717,-0.11464,19.93607,0.626551,0
-0.15857,-0.11358,19.93607,0.626551,0
-0.1595,-0.11277,19.93607,0.626551,0
-0.16123,-0.11248,19.93607,0.626551,0
-0.164,-0.11278,19.93607,0.626551,0
-0.16665,-0.11251,19.93607,0.626551,0
-0.16887,-0.11136,19.93607,0.626551,0
-0.17185,-0.11065,19.93607,0.626551,0
-0.17456,-0.11032,19.93607,0.626551,0
-0.17537,-0.10982,19.93607,0.626551,0
-0.1747,-0.10896,19.93607,0.626551,0
-0.17253,-0.10825,19.264065,2.386787,0
-0.17058,-0.10778,19.264065,2.386787,0
-0.16735,-0.10689,19.264065,2.386787,0
-0.16386,-0.10622,19.264065,2.386787,0
-0.15919,-0.10535,19.264065,2.386787,0
-0.15639,-0.10494,19.264065,2.386787,0
-0.15542,-0.10461,19.264065,2.386787,0
-0.15379,-0.10403,19.264065,2.386787,0
-0.15244,-0.10352,19.264065,2.386787,0
-0.14998,-0.10284,19.264065,2.386787,0
-0.14956,-0.1025,19.264065,2.386787,0
-0.1504,-0.10227,19.264065,2.386787,0
-0.15092,-0.10181,19.264065,2.386787,0
-0.15143,-0.10149,19.264065,2.386787,0
-0.1512,-0.10111,19.264065,2.386787,0
-0.1516,-0.10119,19.616615,1.132373,0
-0.15304,-0.10155,19.616615,1.132373,0
-0.15515,-0.10149,19.616615,1.132373,0
-0.1558,-0.10122,19.616615,1.132373,0
-0.15566,-0.10087,19.616615,1.132373,0
-0.15387,-0.1002,19.616615,1.132373,0
-0.151,-0.09944,19.616615,1.132373,0
-0.14746,-0.09908,19.616615,1.132373,0
-0.14461,-0.09872,19.616615,1.132373,0
-0.14223,-0.09735,19.616615,1.132373,0
-0.14154,-0.09498,19.616615,1.132373,0
-0.14198,-0.0928,19.616615,1.132373,0
-0.1426,-0.09179,19.616615,1.132373,0
-0.1419,-0.09154,19.616615,1.132373,0
-0.13979,-0.09191,19.616615,1.132373,0
-0.13939,-0.09247,19.986692,-0.480577,0
-0.13985,-0.09303,19.986692,-0.480577,0
-0.14138,-0.09383,19.986692,-0.480577,0
-0.14265,-0.09568,19.986692,-0.480577,0
-0.14304,-0.09831,19.986692,-0.480577,0
-0.14285,-0.10134,19.986692,-0.480577,0
-0.14246,-0.10416,19.986692,-0.480577,0
-0.14254,-0.10653,19.986692,-0.480577,0
-0.14334,-0.10841,19.986692,-0.480577,0
